name,price,day,pecentage,weekly,monthly,YTD,YOY,date,file_type
USDMXN,20.0777,-0.2383,-1.17,-0.2400,-1.7798,18.4246,17.9515,Dec/20,csv
USDBRL,6.08530,-0.0012,-0.02,0.7183,4.8973,25.4158,25.2506,Dec/21,csv
DXY,107.810,0.0000,0.00,0.7542,0.7078,6.3435,5.8590,Dec/20,csv
USDARS,1022.142,0.0089,0.00,0.4088,1.8080,26.4323,27.1005,Dec/20,csv
USDCOP,4387.50,-2.5000,-0.06,1.6863,-0.7409,13.2963,12.6346,Dec/21,csv
USDCLP,988.500,-0.6500,-0.07,0.2708,0.1845,12.2556,10.8246,Dec/21,csv
USDPEN,3.72900,0.0110,0.30,0.0805,-1.6095,0.6749,1.4556,Dec/20,csv
USDCUC,24.0000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/20,csv
USDDOP,60.5200,0.0000,0.00,0.0165,0.7324,4.5250,5.1242,Dec/21,csv
USDGTQ,7.69500,0.0000,0.00,0.0683,-0.2204,-1.5355,-1.4725,Dec/21,csv
USDURY,44.7300,0.1400,0.31,1.0163,5.2223,14.5748,13.3840,Dec/20,csv
USDCRC,504.200,0.0000,0.00,0.4743,-0.4718,-2.8928,-3.1781,Dec/21,csv
USDPAB,1.00000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/21,csv
USDBOB,6.85000,0.0000,0.00,-0.1458,-0.1458,-0.1458,-0.1458,Dec/21,csv
USDPYG,7798.89,-0.0001,0.00,-0.2033,-0.0355,7.3696,6.7464,Dec/21,csv
USDSVC,8.74950,-0.0003,0.00,-0.0034,0.0000,-0.0034,0.0000,Dec/20,csv
USDTTD,6.75940,0.0000,0.00,0.0444,0.0178,0.1600,-0.3038,Dec/21,csv
USDHNL,25.3014,0.0000,0.00,-0.0547,1.0403,2.7551,2.7635,Dec/21,csv
USDJMD,154.950,0.0000,0.00,-0.3601,-1.8123,0.8855,0.8395,Dec/21,csv
USDNIO,36.6000,0.0000,0.00,0.0000,0.0000,1.1050,1.1050,Dec/20,csv
USDHTG,130.428,0.0003,0.00,-0.0895,-0.2844,-0.6114,0.3292,Dec/21,csv
USDBSD,1.00000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/20,csv
USDSRD,35.1638,0.0503,0.14,-0.1403,-1.0613,-4.2458,-5.0089,Dec/20,csv
USDGYD,208.500,0.0000,0.00,0.1441,-0.3346,0.2500,0.1008,Dec/19,csv
USDKYD,0.83125,0.0000,0.00,0.0000,0.0000,0.7576,0.7576,Dec/20,csv
USDVES,51.41095,0.1889,0.37,2.3999,11.2515,43.3282,44.0167,Dec/20,csv
USDJPY,156.365,-1.0530,-0.67,1.7005,1.4313,10.8496,10.0384,Dec/20,csv
USDCNY,7.29395,-0.0151,-0.21,0.1765,0.5385,2.3684,2.1347,Dec/20,csv
USDINR,84.9470,-0.0054,-0.01,0.1946,0.6126,2.1120,2.1415,Dec/21,csv
USDKRW,1444.57,-2.0000,-0.14,0.7350,2.8530,11.6015,11.3563,Dec/21,csv
USDIDR,16190.0,9.0000,0.06,1.2508,1.5684,5.1640,4.5866,Dec/21,csv
USDSAR,3.75400,-0.0024,-0.06,-0.0852,-0.0173,0.1120,0.0933,Dec/21,csv
USDTWD,32.6118,-0.0300,-0.09,0.3014,0.2176,6.2897,4.5451,Dec/20,csv
USDIRR,42000.0,0.0000,0.00,0.0000,0.0000,0.0000,-0.0595,Dec/20,csv
USDAED,3.67260,-0.0005,-0.01,0.0054,-0.0109,0.0082,0.0163,Dec/21,csv
USDTHB,34.1100,-0.1800,-0.52,0.1762,-1.1018,-0.6987,-1.2735,Dec/21,csv
USDMYR,4.50600,-0.0020,-0.04,1.3267,0.8505,-1.8301,-2.6572,Dec/21,csv
USDSGD,1.35750,-0.0039,-0.28,0.6115,0.8124,2.9111,2.3678,Dec/20,csv
USDILS,3.64630,-0.0024,-0.07,1.2257,-1.6735,1.2636,0.6459,Dec/20,csv
USDHKD,7.77485,0.0052,0.07,-0.0135,-0.1050,-0.4322,-0.4284,Dec/20,csv
USDPHP,58.7440,-0.0100,-0.02,0.1415,-0.3866,6.0591,6.0552,Dec/21,csv
USDPKR,278.272,-0.0317,-0.01,0.1248,0.1186,-0.9604,-1.5664,Dec/20,csv
USDIQD,1309.00,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/21,csv
USDKZT,524.800,0.0000,0.00,0.2643,5.1493,15.7477,14.7957,Dec/21,csv
USDQAR,3.64500,0.0000,0.00,0.0274,-0.0274,0.0137,0.1236,Dec/21,csv
USDVND,25445.0,-5.0000,-0.02,0.1772,0.1180,4.8846,4.6258,Dec/20,csv
USDBDT,119.0000,0.0000,0.00,0.0000,0.0000,8.6758,8.6758,Dec/21,csv
USDOMR,0.38490,-0.0001,-0.03,0.0000,-0.0286,0.2344,0.0260,Dec/21,csv
USDAZN,1.69500,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/20,csv
USDLKR,293.500,-0.0200,-0.01,1.0084,0.7656,-9.3576,-9.7756,Dec/21,csv
USDSYP,13005.00,0.0000,0.00,0.0000,0.0000,0.0385,0.0385,Dec/20,csv
USDMMK,2093.70,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/20,csv
USDUZS,12888.1,-0.0003,0.00,0.1015,0.6880,4.3749,4.3390,Dec/21,csv
USDMOP,8.00500,-0.0050,-0.06,-0.0499,-0.2244,-0.5467,-0.5467,Dec/21,csv
USDTMT,3.49470,0.0000,0.00,0.0000,0.0000,0.1347,0.1347,Dec/21,csv
USDLBP,89500.00,0.0000,0.00,0.0000,0.0000,496.6667,496.6667,Dec/21,csv
USDYER,249.020,-0.1000,-0.04,-0.1243,-0.1243,-0.3840,-0.3840,Dec/20,csv
USDBHD,0.37720,0.0000,0.00,0.0186,0.0955,0.0531,0.0531,Dec/20,csv
USDAFN,70.1000,0.0000,0.00,0.2574,3.0428,-0.6238,0.3435,Dec/21,csv
USDNPR,136.020,0.0000,0.00,0.2654,0.6735,2.1708,2.2553,Dec/21,csv
USDBND,1.35510,0.0000,0.00,0.5192,0.6611,2.7291,2.3799,Dec/21,csv
USDKHR,4010.00,0.0000,0.00,0.0249,0.1499,-1.4984,-1.9560,Dec/21,csv
USDGEL,2.77000,0.0000,0.00,-1.4235,2.1010,3.9478,4.0180,Dec/21,csv
USDKPW,130.000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/20,csv
USDMNT,3417.00,0.0000,0.00,0.0000,0.0000,-0.4371,0.2641,Dec/21,csv
USDLAK,21768.0,0.0000,0.00,-0.1834,-0.5392,6.4164,6.0333,Dec/21,csv
USDAMD,394.050,0.1400,0.04,0.2646,1.4416,-2.4121,-2.6123,Dec/20,csv
USDTJS,10.8500,0.0000,0.00,-0.4587,2.5520,-0.7319,0.4630,Dec/21,csv
USDKGS,87.0000,0.0000,0.00,0.2304,0.5780,-2.3408,-2.1208,Dec/20,csv
USDMVR,15.4200,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/20,csv
USDKWD,0.30770,-0.0003,-0.09,-0.0325,-0.0227,0.1628,0.2607,Dec/21,csv
USDJOD,0.70800,-0.0010,-0.14,-0.2676,-0.1551,-0.1129,-0.0141,Dec/21,csv
AUDUSD,0.62510,0.0013,0.21,-1.6984,-3.9667,-8.2085,-8.0870,Dec/20,csv
NZDUSD,0.56510,0.0010,0.18,-1.9689,-3.5089,-10.6279,-10.1875,Dec/20,csv
USDPGK,3.99360,0.1251,3.23,0.1982,3.9134,7.0412,7.0412,Dec/20,csv
USDXPF,114.070,-0.7200,-0.63,0.7063,0.4491,5.8261,5.5715,Dec/20,csv
USDFJD,2.28100,0.0000,0.00,0.2726,1.7804,3.0192,2.6530,Dec/21,csv
USDNGN,1549.540,-4.0300,-0.26,0.0924,-8.4932,75.8782,71.7894,Dec/20,csv
USDZAR,18.3130,-0.0716,-0.39,2.5509,1.1342,0.1686,-0.1912,Dec/20,csv
USDZMW,27.7000,-0.0250,-0.09,0.0000,0.1700,7.9207,9.2831,Dec/21,csv
USDEGP,50.8600,0.0000,0.00,0.1773,2.4990,64.8622,64.8622,Dec/21,csv
USDDZD,134.600,0.0005,0.00,0.7960,0.7432,0.3634,0.3751,Dec/21,csv
USDAOA,918.000,0.0000,0.00,0.6150,-0.2405,8.9614,8.9614,Dec/20,csv
USDMAD,10.03890,-0.0170,-0.17,0.5459,-0.3504,1.7762,1.2343,Dec/21,csv
USDSDG,598.850,0.0501,0.01,0.0084,0.0000,0.0251,0.0000,Dec/20,csv
USDKES,129.000,0.0000,0.00,-0.0172,0.0000,-17.5719,-17.0418,Dec/21,csv
USDETB,124.8275,0.0000,0.00,0.3137,2.3176,122.9186,123.2196,Dec/21,csv
USDTZS,2390.00,0.0000,0.00,3.9130,-9.8113,-4.5908,-4.7809,Dec/21,csv
USDTND,3.18900,0.0014,0.04,0.6121,1.2702,3.6905,3.5390,Dec/20,csv
USDLYD,4.90250,0.0000,0.00,0.6136,0.6198,2.9202,2.4106,Dec/21,csv
USDGHS,14.65000,-0.0480,-0.33,-0.1704,-7.4250,23.1092,22.3893,Dec/21,csv
USDCDF,2845.00,0.0000,0.00,0.0000,-0.4462,6.9549,7.2775,Dec/20,csv
USDUGX,3680.00,30.0000,0.82,0.8772,-0.3933,-2.5166,-1.9973,Dec/20,csv
USDMZN,63.2700,0.0000,0.00,0.0000,0.0000,0.0633,0.0633,Dec/20,csv
USDBWP,13.6612,0.0000,0.00,0.6832,0.2730,2.4593,2.0490,Dec/21,csv
USDXAF,628.970,0.0000,0.00,0.7521,0.2359,5.8391,5.6152,Dec/21,csv
USDNAD,18.3072,0.0000,0.00,2.4810,1.0409,-1.1517,-0.5152,Dec/21,csv
USDSSP,3896.008,5.1310,0.13,4.8814,18.5895,269.3178,269.7433,Dec/20,csv
USDMUR,47.0500,0.0000,0.00,0.0000,0.7495,7.2487,7.2976,Dec/21,csv
USDMGA,4674.46,0.0000,0.00,-0.7409,0.5260,2.7693,2.8824,Dec/21,csv
USDRWF,1366.64,0.0000,0.00,-0.2641,0.8590,9.2071,9.4214,Dec/21,csv
USDGNF,8594.00,0.0000,0.00,0.1515,0.5029,0.9752,1.0108,Dec/21,csv
USDMRO,39.7100,0.0000,0.00,0.1006,-0.1260,0.8377,0.8377,Dec/21,csv
USDSLL,22765.2,-0.0003,0.00,-0.0395,0.0415,0.3622,1.8165,Dec/20,csv
USDXOF,628.500,0.0000,0.00,0.8019,0.8828,6.6610,5.5416,Dec/21,csv
USDMWK,1717.020,0.0000,0.00,0.0000,0.0000,3.0167,3.0167,Dec/21,csv
USDERN,15.0000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/19,csv
USDSZL,18.2878,-0.0862,-0.47,2.5331,1.1868,0.0027,-0.3851,Dec/20,csv
USDBIF,2913.00,0.5000,0.02,0.0464,0.1806,2.8144,2.8576,Dec/20,csv
USDLSL,18.3072,0.0000,0.00,2.6211,1.1721,0.1417,-0.8814,Dec/21,csv
USDLRD,182.000,0.5000,0.28,0.5525,0.8310,-3.7037,-3.7037,Dec/20,csv
USDCVE,106.1639,-0.4508,-0.42,0.8020,0.5345,6.2702,6.0367,Dec/20,csv
USDDJF,177.600,0.0000,0.00,0.0000,0.0000,0.0282,0.0282,Dec/21,csv
USDSCR,13.9449,0.0000,0.00,-5.1677,1.7995,3.7089,3.4197,Dec/21,csv
USDSOS,568.000,0.0000,0.00,0.0000,0.0000,0.0000,0.0000,Dec/21,csv
USDGMD,72.0000,0.0000,0.00,0.1391,0.6993,8.3521,7.5429,Dec/20,csv
USDKMF,473.600,0.0000,0.00,1.0498,0.4305,6.4748,6.1526,Dec/21,csv
USDSTD,23.4899,0.0000,0.00,0.7096,-0.0766,5.8294,5.6091,Dec/21,csv
USDZIG,25.764,0.0223,0.09,0.2666,1.8569,982.1349,"1,042.2852",Dec/20,csv
